"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","","0","test_api","1","0","test_patch_object","0"
"0","","0","test_api","3","0","test_new_object","0"
"0","","0","test_api","1","0","test_put_object","0"
"0","","0","test_api","1","0","test_delete_object","0"
"0","","0","test_api","1","0","test_one_object","0"
"0","","0","test_api","1","0","test_all_object","0"
